title,link,date,views,shares,question,answer,sources,month_name,month,year,day,date_new,parsing_date,days_passed,hijri_month
"Мечеть – Дом Аллаха. Не указываем ли мы местоположение Создателя, говоря так?",https://islam.kz/ru/questions/veroubejdenie/mechet-dom-allaha-ne-ukazyvaem-li-my-mestopolojenie-sozdatelya-govorya-tak-152/,"13 августа 2015 г., 13:21",5987,7,"Называя мечеть «домом Аллаха», не указываем ли мы тем самым местоположение Создателя?

Жадыра Алданияз","Уважаемая Жадыра! В Священном Коране несколько раз встречаются слова, посредством которых обозначены явления относительно Создателя. И это подчеркивает и обращает внимание на важность, значимость. величие обозначаемого явления. К примеру: «Накатуллахи» - верблюдица Аллаха (1), «НураЛлахи» - Свет Аллаха (2),»СыратиЛлахи» - путь Аллаха (3).

В Священном Коране сказано:

Кроме того, в хадисе говорится:«Мечети – это дома Аллаха на Земле» (5).

Нужно отметить, что словосочетание «Дом Аллаха», вовсе не указывает местоположение Всевышнего. Слова всего лишь выражают стремление показать значимость, священность мечети, роль мечети в религии, в жизни верующих.","[1] сура Аль -Араф, 73-аят.
[2] сура Ат-Тауба, 32-аят.
[3] сура Аш-Шура, 53-аят.
[4] сура Аль-Бакара 125-аят.
[5] Табарани, передано ибн Масудом",August,8,2015,13,2015-08-13,2026-01-08,3801,Shawwal
Искандер Зуль Карнейн и Александр Македонский – это один и тот же человек?,https://islam.kz/ru/questions/raznoe/iskander-zul-karnein-i-aleksandr-makedonskii-eto-odin-i-tot-je-chelovek-151/,"12 августа 2015 г., 12:55",68500,429,"В 83 аяте суры Аль-Кахф Священного Корана говорится о Искандере Зуль Карнейне. Кто этот человек? Некоторые говорят, что это и есть Александр Македонский. Так ли это?

Нурлыбек Сабыргалиев","Уважаемый Нурлыбек! В суреАль-Кахфприводится небольшой рассказ оЗуль Карнейне,однако, полных сведений о том, кто этот человек, где и когда жил, нет. При этом, он упоминается как человек, обладающий достаточной силой, чтобы властвовать на земле, умеющий добиваться поставленных целей. Приведем аят из суры Аль-Кахф:

Если же мы обратимся к историческим источникам, то известный астроном,ученыйАбу Райхан Мухаммед аль-Бируни (973-1048), в своем труде«Асар аль-бакия анил Курун аль-Халия –Памятники минувших поколений», говорит о происхожденииЗуль Карнейна.

Согласно этим сведениям, в110-599 г.г д.н.э, существовало царствоХимьяр. И подданные царства называли своего правителя«Зу», по аналогии  арабского«Абу».(Зу – означает «Хозяин»). ИЗуль Карнейнбыл одним из правителей этого царства. Его настоящее имя –Абу Бакр  ибн Ифрикаш.Вместе со своими войсками он через Средиземное море,  пройдя через земли Туниса, Марокко, создал городИфрикия. После этого африканский материк стал называться его именем как«Ифрикия»(Африка).Зуль Карнейномего называли за то,что его след простирался от запада и до востока, от места, где восходит солнце и заходит[2].

Если же говорить о том, является лиЗуль КарнейнАлександром македонским и имееет ли к нему вообще отношение, то по словам толкователяКорана Ибн Касира (1301-1371), он не может быть Македонским:

Александр Македонский– сын царя Македонии Филиппа, по национальности – грек. Его советником был великий Аристотель. И жил он на триста лет раньше пророка Исы. К тому же, Александр Македонский был мушриком, поклонявшимся греческим богам.

АЗуль Карнейн, согласно свидетельствуаль-Азракии других, жил во времена пророка Ибрахима. И был одним из последователей пути, который указывал пророкИбрахим (г.с)и был глубоко верующим, богобоязненным человеком. Кроме того, когда пророкИбрахимвозводил стены Каабы,Зуль Карнейнсовершал паломничество, говорят, что рядом с ним находился Кызыр (г.с)[1].

Некоторые ученые помимо Македонского проводят параллель междуЗуль Карнейноми царемАккада Нарам-Суэном, жившего в2237-2200 г.г.д.н.э.По их мнению, междуНарам-СуэномиЗуль Карнейномможно бонаружить немало сходства. Также как иЗуль Карнейн, Нарам-Суэнправил миром. Сохранились рисунки, высеченные на камнях. На которых Нарама-суэн изображен в двурогом шлеме. Также, согласно сохранившимся сведениям,Нарам-Суэнпроповедовал монотеизм, то есть придерживался идеи единобожия. И в завоеванных им странах, по его приказу уничтожались места для совершения идолопоклонства. И на основании этих данных, специалисты полагают, что эти две исторические личности схожи.

Резюмируя вышесказанное, стоит отметить, что упоминающийся в Священном КоранеЗуль Карнейнбыл истинным мусульманином, призывавшим к истинному пути служению Аллаху, восхвалявшим Всевышнего, отличавшийся нетерпимостью к несправедливости, наказывавший злодеев и оказывавший поддержку людям благочестивым. Это можно заметить и по следующим аятам Священного Корана:

Следовательно, не нужно путатьЗуль КарнейнасАлександром Македонским.Истина же известна лишь Аллаху!

Абдусамат КасымПеревод Зарины Нокрабековой","[1] Источник: Саид Қутуб. «Фи зилалиль Коран». Толкование суры Аль-Кахф.
[2]  Ибн Касир, толкование суры Аль-Кахф.
[3] сура Аль-Кахф, 87-88 аяты.",August,8,2015,12,2015-08-12,2026-01-08,3802,Shawwal
Сердце мое очерствело. Что делать?,https://islam.kz/ru/questions/raznoe/serdtse-moe-ocherstvelo-chto-delat-150/,"11 августа 2015 г., 12:26",7698,23,"Ассалам алейкум! В последнее время я заметил, что внутреннее состояние сердца довольно изменчиво. Не знаю, возможно, это влияние среды, социума, или же, это происки нечистого, который не дремлет, но сердце мое изменилось до неузнаваемости.  Еще вчера его переполняла любовь к этому миру, сотворенному  Всевышним, сегодня же, все чаще и красоты, и чудеса, и окружающий мир оставляют меня равнодушным. Я замечаю за собой жестокость ко всему, что меня окружает. Можно даже сказать, что в сердце поселилась ненависть. И осознание этого не доставляет мне радости, а наоборот, я становлюсь даже противен себе.

Арман","Ваалейкум ассалям, Арман!

Ученый-табиин Малик ибн Динар говорил:

«Если ты заметил, что сердце очерствело, тело ослабевает, а доля (удел, пропитание) все скуднеет, знай: ты тратил время на пустые разговоры, не имеющие к тебе отношения»

Напрасные слова про другого человека, разговоры о пустом, ложь, сплетни – все это ожесточает сердце.

Малик ибн Динар также отмечал:

«Сердце, не имеющее проблем и горестей, хиреет, разрушается,словно опустевший дом, разрушающийся без жителей».

Если мы забываем о смерти, не задумываемся о том, что будет с нами после ухода в мир иной, о том, с каким «багажом» деяний мы предстанем перед Аллахом, забывая про то, что каждый поступок и каждое слово записывается в Книгу деяний, чтобы потом стать для нас спасением или наказанием, сердце под налетом мирского становится жестоким. Великий поэт казахского народа, мыслитель и философ Абай писал: «Сытая жизнь и отсутствие забот истощает человека»

Поэтому, ежедневно уделяйте час или полтора чтению Корана. Вы можете даже поставить перед собой цель – изучение Корана наизусть. Коран смягчает сердца. Давно замечено, что человек, часто читающий Коран, не горюет по пустым мирским делам.

Кроме того, нужно уделять большое внимание обязанностям мусульманина и читать намаз с особым усердием. Мы должны помнить, что не просто совершаем ритуальное действие. А стоим перед Всевышним, и Он видит и знает все о наших намерениях. Старайтесь произносить все дуа, тасбихи в конце намаза, осмысливая содержание, пропуская через сердце. Также хорошо часто произносить «Истигфар» - дуа о прощении. В Коране говорится:

«فَوَيْلٌ لِّلْقَاسِيَةِ قُلُوبُهُم مِّن ذِكْرِ اللَّهِ–«…Горе тем,чьи сердца черствы к поминанию Аллаха!...» [1].

Одна из причин того, что сердце ожесточается в том, что мы не вспоминаем о Создателе. Пусть Всевышний дарует милость быть одним из Его любимых рабов!

Абдусамат Касым

Перевод Зарины Нокрабековой","[1] сура Аз-Зумар, 22-аят.",August,8,2015,11,2015-08-11,2026-01-08,3803,Shawwal
"Как правильней по сунне здороваться, двумя руками или одной?",https://islam.kz/ru/questions/raznoe/kak-pravilnei-po-sunne-zdorovatsya-dvumya-rukami-ili-odnoi-149/,"10 августа 2015 г., 15:49",25381,25,"Ассаламу алейкум! Я хотел бы спросить, как правильней по сунне  здороваться, двумя руками или одной?

Нурлыбек Сабыргалиев","Ваалейкум уассалам, Нурлыбек! Первым делом следует отметить, что в Исламе подавать руку, здороваясь с человеком, считается одним из благих деяний. Наш Пророк (с.г.с) говорил:

«Если два мусульманина пожмут друг другу руки при встрече, то их грехи непременно будут им прощены еще до того, как они расстанутся»[1].

Если же говорить о том, что больше соответствует сунне, пожимать две руки или здороваться одной при встрече с братом по вере, то стоит отметить, что в хадисах данный вопрос не рассмотрен отдельно. Однако, существуют два мнения ученых-исламоведов, основанных на хадисах:

1.Здороваться пожимая обе руки - сунна.В ханафитском мазхабе здороваться, пожимая обе руки является сунной[2]. Данное мнение основано на следующих данных. Согласно свидетельству сахабы Абдуллы ибн Масъуда, приведенного в «Сахих Бухари»: «Посланник Аллаха (с.г.с), научил меня дуа «ташаххуд», в то время, когда мои руки были между его двух рук ( то есть держа обеими руками). И научил меня словно учит суры Священного Корана»[3].

2. Здороваться одной рукой – это сунна.Ученые, придерживающиеся этого мнения, в качестве основы своих суждений говорят о том, что часто встречающееся в хадисах выражение «здороваться, пожимая руку», чаще всего означает именно процесс приветствия одной рукой. Однако при этом, они отмечают, что использование обеих рук в приветствии не является грехом.

Заключение:

Очевидно, что здороваться пожимая руку – согласно правилам нашей религии считается благим делом. Выполнять его – сунна (есть те. кто причисляет это действие к мустахаб).

Как же все таки приветствовать при встрече? Двумя руками или одной? Самым лучшим будет использовать тот метод, который наиболее подходит к менталитету, традициям данной местности.

В нашей стране подавать обе руки, здороваясь с человеком – знак большого уважения, воспитанности. Приветствуя людей старшего поколениятрадиционно подаем обе руки – опять же в знак уважения и почтения.

Из этого следует, что здороваться все же определенно лучше обеими руками. Потому что это не только способствует поддержанию уважительных отношений между людьми, и на наш взгляд, более соответствует цели, подспудно звучащей в хадисах.

Абдусамат Касым

Перевод Зарины Нокрабековой","[1] Сахих Бухари.
[2] Ибн Габидин, «Раддуль Мухтар». 9/548 стр.
[3] Сахих Бухари, «
باب الأخذ باليدين».",August,8,2015,10,2015-08-10,2026-01-08,3804,Shawwal
"Если мусульманин не смог участвовать в пятничной молитве – Жума намаз, ограничивается ли он прочтением полуденного намаза Зухр?",https://islam.kz/ru/questions/poklonenie/molitva-namaz/esli-musulmanin-ne-smog-uchastvovat-v-pyatnichnoi-molitve-juma-namaz-ogranichivaetsya-li-on-prochteniem-poludennogo-namaza-zuhr-148/,"8 августа 2015 г., 12:21",32397,32,"Ассалам алейкум! Мой вопрос такой: Если мусульманин по разным причинам не смог участвовать в пятничной молитве – Жума намаз, должен ли он в этот день ограничиться прочтением намаза Зухр? Жума намаза- пятничная молитва является обязательной. Иногда звучат мнения, что мусульманин, не принявший участие в Жума намазе, в тот день Зухр читать не должен. Что вы скажете на это?

Нагашыбай Кабылбек","Ваалейкум ассалам! Согласно правилам, принятым в ханафитском мазхабе, в случае если мусульманин по определенным причинам не смог принять участие в пятничной молитве – Жума намаз, он должен прочитать полуденный намаз Зухр. Потому что, полуденный намаз – обязательная молитва, совершаемая верующими в это время суток. Однако, один раз в неделю вместо нее мусульманам приказано читать пятничную молитву – Жума намаз. Если же по разным причинам человек пропускает Жума намаз, то это не освобождает его от обязанности читать полуденную молитву Зухр. К примеру, для путника Жума намаз не является обязательным, а Зухр – обязателен.

В сборнике хадисов  «Канзуль уммаль» приведены слова Али ибн Аби Толиб. Уважаемый сахаба говорит: «В местности, где Жума намаз является обязательным, люди не соврешают Зухр коллективно, джамагатом»1].

Как можно заметить из слов Азрета Али, человек, не принявший участие в пятничной молитве в обязательном порядке читает полуденный намаз Зухр, но не с джамагатом, а один.

Перевод Зарины Нокрабековой","[1] Аля’уддин Али аль-Муттаки ибн Хисамуддин аль-Һинди, «Канзуль уммаль», хадис №23309.",August,8,2015,8,2015-08-08,2026-01-08,3806,Shawwal
"Если Всевышний знает заранее какой путь выберут люди, зачем нужно было сотворять нас?",https://islam.kz/ru/questions/veroubejdenie/esli-vsevyshnii-znaet-zaranee-kakoi-put-vyberut-lyudi-zachem-nujno-bylo-sotvoryat-nas-147/,"6 августа 2015 г., 11:23",10911,29,"Ассалам алейкум!  Иногда у меня спрашивают: «Если Всевышний знает заранее по какому пути пойдет каждый из его рабов, зачем тогда Он сотворил людей? Почему же тогда Он просто не отправил неверующих в Ад, а мусульман в Рай? Ведь Он не нуждается в наших деяниях?». Я бы тоже хотел получить ответ на этот вопрос от вас, ИншаАлла. Самед.","Вааалейкум вассалам!

Во-первых, Всевышний ничего не сотворил зря, без цели. И в том, что по воле Аллаха, на свет появились мы, есть свое предназначение. «Воистину в сотворении небес и земли, а также в смене дня и ночи заключены знамения для обладающих разумом»[1].

Во-вторых, Всемогущий Аллах – Хаким, то есть Мудрый Творец. По своей воле Он наделил человека разумом и свободой выбора, не сделав  бесчувственным роботом. И в этом одно из проявлений Его мудрости.

Человек разумный, наделенный сознанием, умом, способностью мыслить, различая хорошее и плохое, сам выбирает свой путь, и это естественно.

Следующий вопрос: знает ли Всевышний о будущем? Ответ на него очевиден. Потому что Обладающий Могуществом Творец априори должен знать все, что будет до Судного Дня. Если же говорить, что Он не знает будущего, получится, что мы усомнимся в том, что Он «Знающий», назовем Его «Не знающим обо всем». Как же может неведающий обо всем быть Всемогущим Творцом?

То есть, Аллах Тааля знает кто будет мусульманином, а кто выберет себе путь неверующего, и это правильно и уместно. И все, что происходит, случается в соответствии с этим. И нужно запомнить следующее: то, что Всемогущий Аллах знает заранее обо всем, не заставляет нас поступать именно так.

Перед тем как сотворить людей, Всевышний сказал ангелам: «Я установлю на земле наместника». Ангелы сказали: «Разве Ты установишь на ней того, кто будет там производить нечестие и проливать кровь? А мы возносим Тебе хвалу и святим Тебя». Он сказал: «Поистине, Я знаю то, чего вы не знаете» [2].

Несомненно, что Всевышний знает кем мы станем, и какой путь изберем. Однако, зная об этом, Он не раскрывает тайны предназначения. Поэтому, лучше использовать силы, время и знания не на поиски ответа на ненужные вопросы, а направить их на должное выполнение приказов Аллаха. Потому что мы будем спрошены за наши деяния, а не Аллах. В Коране сказано: «Его не спросят за то, что Он совершает, а они будут спрошены» [3].

Перевод З.Нокрабековой","[1] Аль Имран- Семейство Имрана, 190-191 аяты.
[2] сура Аль Бакара, 30-аят.
[3] сура Аль Анбийа - Пророки, 23-аят.",August,8,2015,6,2015-08-06,2026-01-08,3808,Shawwal
"Заносятся ли в ""Книгу деяний"" все слова, которые мы пишем в соцсетях?",https://islam.kz/ru/questions/raznoe/zanosyatsya-li-v-knigu-deyanii-vse-slova-kotorye-my-pishem-v-sotssetyah-146/,"5 августа 2015 г., 14:42",4660,22,"Ассаламалейкум! Мой вопрос относительно социальных сетей. Заносятся ли в Книгу деяний (амал даптер) все слова, которые мы пишем в соцсетях, например, Вконтакте, в Твиттере итд. Если можно, приведите в ответе конкретные хадисы.

Даурен Максутхан.","Ваалейкум уассалам, Даурен!

В Коране сказано: «كِرَامًا كَاتِبِينَ يَعْلَمُونَ مَا تَفْعَلُونَ–Поистине, над вами есть досточтимые ангелы - хранители. Они записывают ваши деяния и знают, что вы делаете. [1].

Естественно, что человек, проводящий время в социальных сетях, проделывает определенные действия. Он общается, ведет переписку, оставляет комментарии, читает новости. И это – деяния человека. В одном из аятов Священного Корана говорится:

«مَّا يَلْفِظُ مِن قَوْلٍ إِلَّا لَدَيْهِ رَقِيبٌ عَتِيدٌ-«Стоит ему произнести слово, как при нем оказывается готовый наблюдатель» [2].

То, что мы пишем в социальных сетях – слова. Которые мы бы хотели произнести в реальной жизни. То есть слова, которые мы произнесли или написали, записываются в нашу Книгу деяний.

Наш Пророк (с.г.с), говорил: Ангелы, записывающие деяния человека, оставляют его лишь в трех случаях: В состоянии полового осквернения (джунуб), в туалете и когда он моется. Во всех других случаях ангелы с нами.

Из этого следует, что мы должны быть внимательны к каждому слову, которое пишем в социальных сетях. Потому что они тоже записываются в нашу Книгу деяний.

Поистине Аллаху ведомо лучше.

Перевод с казахского З.Нокрабековой","[1]сура Интифар - Раскалывание, 9-10 аяты
[2] сура Каф, 17-18 аяты.",August,8,2015,5,2015-08-05,2026-01-08,3809,Shawwal
Обязательно ли совершать хиджру?,https://islam.kz/ru/questions/veroubejdenie/obyazatelno-li-sovershat-hidjru-145/,"4 августа 2015 г., 11:26",7386,19,"Ассаламу алейкум! Я бы хотел получить ответ на волнующий меня вопрос. Нередко из уст молодых людей звучит мнение, что наша страна не «Даруль Ислам», и даже больше, некоторые называют ее родиной кяфиров. И они убеждены, что по причине этого нужно совершить хиджру – переезд в другую мусульманскую страну. В качестве доказательства своей правоты они приводят аят в суре ан-Ниса. «…И спросят ангелы у них: «В каком положении вы находились?» Они скажут: «Мы были слабы и притеснены на земле». Они скажут: «Разве земля Аллаха не была обширна для того, чтобы вы переселились на ней». Их обителью станет геенна. Как же скверно это место прибытия.(97 аят сура ан-Ниса).Что вы скажете на это?","Ваалейкум ассалам! Аят, которым руководствуются молодые люди, приводя его в качестве доказательства, совершенно нельзя отнести к нашей стране. Давайте для начала определимся, что такое «Хиджрат»?

«Хиджрат» - это ситуация, когда верующий человек, мусульманин, не имея возможности отправлять свои религиозные ритуалы, богослужения согласно вере, ущемленный в своих правах именно из-за своего вероисповедания, для спасения своей веры и даже своей жизни, вынужден оставить страну «даруль куфр», и, переехать в «даруль ислам», то есть местность, где его не будут ограничивать из-за веры.

Ученые ханафитского мазхаба в своем заключении относительно хиджрата, единодушны в мнении, что совершать хиджрат, то есть переезд, даже проживая в «даруль куфр», не является ваджибом – обязательным. Потому что в одном из своих хадисов наш Пророк Мухаммед (с.г.с), говорил: «Мекка перешла к мусульманам. После этого совершать хиджру не нужно. Вместо этого есть намерение бороться на пути Аллаха»  [1].

В других мазхабах является ваджибом совершать хиджру,если человека ограничивают в отправлении религиозных ритуалов, запрещают поклоняться,  а также ущемляют по религиозному признаку.

Казахстан – страна, в которой Ислам является религией коренного народа и которую мы исповедуем сотни лет. То есть, наша страна считается«даруль ислам».И поэтому, вышеприведенный аят совершенно неприменим к нам. Ведь испокон веков наши предки, ценой жизни защитившие свою землю от чужеземных захватчиков  вроде джунгар,имеющих другую веруи другой язык, были истинными мусульманами.

И ханы, и султаны, вся знать получала мусульманское воспитание и образование. Ислам получил широкое распространение и среди простого народа, строились мечети, медресе. И наша земля – это завет наших дедов, истинных мусульман, отстоявших каждую пядь земли.

Хвала Всевышнему, после распада Союза, наша религия обрела крылья. Государство со своей стороны не чинит препятствий для желающих исповедовать религию своих отцов и даже наоборот, всячески поддерживает. По всей стране, в городах и селах взметнулись ввысь минареты мечетей, знаменуя собой торжество веры,  далеко в степь и горы, по улицам городов, аулов разнося звуки азана. И называть эту страну«страной кяфиров»- явное противоречие шариату. И это признак недалекого ума, увы.

В нашей стране нет причин, побуждающих мусульман совершатьхиджру, переезжать только по религиозным соображениям. Напротив, мир и стабильность, царящие в стране, каждый мусульманин может и должен использовать с пользой, примером, своей жизнью проповедуя ценности Ислама.

Я считаю, что люди, убежденные в том, что нужно совершить хиджру, уезжать из этойстраны,на самом деле имеют совершенно иные психологические причины. Загнав себя в жесткие рамки, стараясь быть или выглядеть совершенным, по-видимому, они оказались в конфликте с социумом, с окружающими. На каждое действие или слово у них заготовлены «ярлычки», которыми они щедро клеймят всех. «Это бидагат, это харам, ты кяфир», и т.д. Совершенно забывая об элементарных правилах жизни в обществе, они ходят с нарочито не аккуратными бородами, щеголяют в суперкоротких штанах, думая тем самым, что они бросают вызов всем. Как следствие конфликта, такой человек не может трудоустроиться, а если находит работу, подолгу не задерживается. Вступая в конфликт с обществом, он обрекает себя на одиночество в толпе. Испытывая постоянный психологический дискомфорт, он ошибочно начинает считать, что лучшим выходом будет именно переселение – хиджра.  Что по сути является бегством от ситуации, которую он сам же и создал.

Кайрат Жолдыбайулы

Перевод с казахского Зарины Нокрабековой.","[1] Аль-Маусугатуль Фикһия. «Даруль Харб».
Казахский вариант этой статьи можете прочесть, пройдя по ссылке:
http://islam.kz/kk/questions/aqida-senim/ozge-elge-hijrat-jasau-kerek-degender-bar-olarga-ne-aitar-ediniz-427/#gsc.tab=0",August,8,2015,4,2015-08-04,2026-01-08,3810,Shawwal
Табак – продавать или нет?,https://islam.kz/ru/questions/torgovlya/tabak-prodavat-ili-net-143/,"31 июля 2015 г., 11:33",3637,12,Вопрос:Каково решение шариата о продаже табака?,"Ответ:Решение о (дозволенности или запретности) потреблении табака и финансовом сотрудничестве посредством него зависит от заключения врачей о его воздействии на организм человека. Врачи всего мира единодушны в том, что табак приносит вред организму. Следовательно, шариат устанавливает необходимость отстранения от него и запретность его использования. А купля-продажа всего, употребление чего запрещено, также является запретным. Шариатское правило в этом вопросе базируется на следующем хадисе Посланника Аллаха (мир ему и благословение):

لا ضرر ولا ضرار

""Нет вреду и вредоносному"".

Из книги шейха Мухаммада Саида Рамадана аль-Бути «Маа ан-нас».

Подготовил: М.П. Гаджиев (www.islam.ru/)",,July,7,2015,31,2015-07-31,2026-01-08,3814,Shawwal
"Из-за того что мой муж худой и низкий, я думаю о разводе…",https://islam.kz/ru/questions/veroubejdenie/iz-za-togo-chto-moi-muj-hudoi-i-nizkii-ya-dumayu-o-razvode-144/,"31 июля 2015 г., 9:43",5399,14,"Два года назад я вышла замуж. Мой муж мне не нравится, он очень худой, и рост низкий. Я столько просила, чтобы он занимался спортом! Но он не находит времени. Из-за этого я в последнее время начала заглядываться на других – увижу высокого, в хорошей форме парня и думаю: вот бы мне такого мужа! В то же время стараюсь не смотреть ни на кого, борюсь сама с собой, но мысли остановить не могу. Не раз думала о разводе…","С точки зрения религии:

Прежде всего хочу информировать Вас о том, что согласно мусульманскому праву женщина, в отличие от мужчины, не имеет права требовать и даже просить развода у своего мужа без обоснованных Шариатом причин. Позволю себе немного отступить от темы и сказать, что такая норма объясняется тем, что женщина в отличие от мужчины больше подвержена эмоциям, нежели здравому смыслу. И Шариат уберёг женщину от возможных поспешных решений-ошибок, совершив которые она может сожалеть всю оставшуюся жизнь. К примеру, причинами для подачи женщиной на развод могут быть: неисполнение её супругом своих прямых обязательств перед супругой, а именно материальное необеспечение или неисполнение супружеского долга; болезнь мужа: венерическая кожная болезнь, которая может перейти на супругу, или она вызывает отвращение, импотенция и т.п. В этом списке нет такого пункта, как низкий рост или дистрофия, поэтому просить развода у Вашего супруга Вам нельзя, это – грех! Посланник Аллаха (мир ему и благословение) сказал, что женщине, потребовавшей развода у своего мужа без обоснованной по Шариату причины, Рай будет запретным. Поэтому раз и навсегда забудьте о разводе.

Судя по всему, Вы вышли замуж не по любви, а по расчёту, и именно поэтому Вы уделяете столь большое значение внешним данным своего мужа. Постарайтесь полюбить своего супруга, для этого Вам надо немного отойти от его внешности и присмотреться к его душе, духовному миру. Обратите внимание на его личностные достоинства, черты характера, нрав и т.п. Если Вам удастся полюбить мужа, он преобразится в Ваших глазах, Вы будете смотреть на него уже другими глазами. Поверьте, в моей практике уже было несколько таких случаев.

Вдобавок хочу сказать, что если Вы будете проявлять терпение и постараетесь быть хорошей женой для своего мужа, Вы будете щедро вознаграждены Всевышним на Том свете, который для каждого верующего намного важнее, или, как минимум, так должно быть в идеале земной жизни! Ведь та жизнь вечная, не имеющая конца, а жизнь на этом свете бренна и коротка. Стоит ли менять гарантированное и вечное счастье на возможное и временное?!

Подытожить хочу предостережением Вас от взоров на посторонних мужчин, потому что это – грех. Чем больше Вы будете засматриваться на других мужчин, тем больше внутри Вас будет разрастаться «неприязнь» к собственному мужу, что может положить конец семейным узам. Да поможет Вам Всевышний совладать собой и добиться того самого истинного женского счастья! Амин.

С точки зрения психологии:

Проблема, скорее всего, не в том, что Ваш муж низкого роста и худого телосложения, а в том, что Вы не испытываете к нему глубоких чувств. Естественно, нельзя сводить к нулю значимость внешних качеств мужчины, поскольку они играют не последнюю роль, и любая женщина желает видеть рядом с собой сильного мужчину. Однако надо всегда понимать, что сила –  явление достаточно условное. Человек не может быть одинаково силён во всех сферах жизни. Подумайте над тем, какие достоинства есть у Вашего мужа, что есть в нём такого, чего нет в других мужчинах.

Прошу понять меня правильно, я вовсе не пытаюсь перевести стрелки на Вас, но стоит задуматься, какие глубинные причины могут послужить тому, что Вы сейчас переживаете. Как было замечено в начале моего ответа, основная доля Вашего восприятия мужа приходится на отсутствие к нему чувств. Именно это заставляет Вас искать в нём недостатки, обращать внимание на его внешние данные. В своем трактате «О любви» известный писатель Анри Стендаль сообщает о том, что когда мужчина не уверен в сердце своей возлюбленной, то ему нет никакого дела до того, как она выглядит. Думаю, что этот же принцип справедлив и для мужчин. Скорее всего, Вы настолько уверены в любви своего мужа, что это даёт Вам основания воспринимать его критически. На этом этапе отношений всегда происходит нехорошая переоценка происходящего, обесценивание многого из того, что обесценивать никак нельзя. Попробуйте представить такую ситуацию: Вашим мужем начинают интересоваться другие женщины, пытаются завести с ним некие отношения, предлагают взять их в жены, и при всё при этом он отвечает на их знаки внимания и т. п. Что тогда произойдёт, станет ли Вас волновать, что он худой и невысокий? Думаю, что нет, на первый план выйдут другие критерии.

Естественно, никто не может Вас заставить полюбить своего мужа таким, какой он есть, но будет, по крайней мере, справедливым принять его таким, какой он есть, не обесценивая его достоинств.

Ещё подумайте над тем, что же на самом деле является главным для Вас, что он такой худой и низкий, или то, что есть опасение того, что окружающие начнут на Вас криво смотреть из-за того, что рядом с Вами такой непрезентабельный мужчина. Конечно, куда круче ходить рядом с атлетическим мужчиной, это как дорогое авто или роскошная шуба, или дорогие ювелирные украшения. Но это же всё приходящее-уходящее, приоритеты всегда меняются. Это может быть проявлением Ваших комплексов малозначимости.

Да, это хорошо, когда мужчина пытается выглядеть привлекательней, когда прилагает для этого усилия, но есть и объективные вещи, изменить которые вряд ли будет возможно. Что касается роста Вашего мужа, так уж с этим просто придётся смириться, вряд ли он вырастет ещё сантиметров на 20. Да и на пять-то не вырастет, не тот возраст, чтобы расти. Относительно телосложения, так и тут может быть это конституциональная особенность Вашего мужа, изменить которую вряд ли удастся без специальных методов, от которых больше побочных негативных явлений, чем пользы. Да, он может пойти в тренажёрный зал, немного подкачать свои мышцы, но Геркулес из него, скорее всего, не получится. Сразу надо чётко определить объективную сторону происходящего: что можно изменить, а что нельзя. Нельзя категорически упрекать его в том, какой он есть, это не приведёт к желаемому результату. Нужно действовать иначе, по-другому. Старайтесь эмоционально поддерживать, всячески повышать его значимость. Это придаст ему уверенности, и от этого изменится его внешний облик, походка станет более уверенной, появится осанка. Этим путем можно вызвать в нём желание выглядеть ещё более презентабельнее.  Демонстрируйте перед мужем свою слабость, то что Вы зависимы от него, нуждаетесь в его поддержке, но не то, что Вы сильная и хотите его переделать.

Мухаммад-Амин - хаджи Магомедрасулов

Алиасхаб Анатольевич Мурзаев

психолог-консультант Центра социальной помощи семье и детям

Источник: www.islam.ru/",,July,7,2015,31,2015-07-31,2026-01-08,3814,Shawwal
